,MSE,RMSE,MAPE,MAE,R2,AdjustedR2,AIC,BIC
0,1387042.1453639653,1177.72753443399,0.010925314273774356,825.7567259736065,0.9978043577354487,0.9977960938821079,58916.58607247142,59002.704739202025
