,MSE,RMSE,MAPE,MAE,R2,AdjustedR2,AIC,BIC
0,1174209.9282529983,1083.6096752304302,0.010663995709552827,804.4944741976097,0.9981412641609015,0.9981304795027113,58352.8935445006,58482.07154459651
