,lb_stat,lb_pvalue
1,18.45092636764149,1.7433606645503675e-05
2,22.84990486470607,1.091958674363557e-05
3,24.12715034337009,2.3498702855839848e-05
4,24.665308956932364,5.873714552635294e-05
5,27.160118718937994,5.3089373824957764e-05
6,33.688166508199174,7.7273019061253e-06
7,63.27567662574877,3.337029848207826e-11
8,63.50715369596223,9.516103879537393e-11
9,66.02315634813948,9.119931142010816e-11
10,68.44583491478578,8.839806314452805e-11
