,MSE,RMSE,MAPE,MAE,R2,AdjustedR2,AIC,BIC
0,2.293026593578875,1.5142742795078028,188094636470.12885,1.0957041484621501,0.007837586079754266,0.004092489859962356,12711.078351739547,12797.156591066952
