date,Ibovespa,Bolsa de Valores,Ações,Dividendos,Renda Fixa,Inflação,CDI,Dolar,Bitcoin,Renda Variável
2022-12-25,47,13,53,22,5,1,4,36,8,0
2023-01-01,99,32,72,25,7,2,4,65,7,0
2023-01-01,92,30,67,25,6,4,6,100,11,0
2023-01-08,73,23,100,24,5,3,6,88,12,0
2023-01-15,56,17,89,26,6,2,6,75,17,0
2023-01-22,53,14,83,26,5,3,5,70,17,0
2023-01-29,53,12,78,22,6,2,6,91,17,0
2023-02-05,47,11,68,21,5,3,5,74,18,0
2023-02-12,41,10,64,22,5,3,5,62,20,0
2023-02-19,28,10,50,19,4,2,4,53,22,0
2023-02-26,41,11,67,23,5,2,5,56,23,0
2023-03-05,37,11,70,21,4,2,5,52,26,0
2023-03-12,41,12,71,22,5,3,5,59,27,0
2023-03-19,54,13,71,20,5,3,5,54,27,0
2023-03-26,55,11,71,19,5,3,5,58,27,0
2023-04-02,36,10,60,22,5,2,5,64,28,0
2023-04-09,53,12,68,20,5,3,5,98,27,0
2023-04-16,37,9,61,19,4,2,4,83,29,0
2023-04-23,36,10,62,20,4,3,4,62,27,0
2023-04-30,32,9,61,20,5,3,5,62,28,0
2023-05-07,38,9,71,22,5,3,5,63,31,0
2023-05-14,42,11,82,24,5,2,5,73,26,0
2023-05-21,37,10,74,21,5,2,4,55,26,0
2023-05-28,37,10,77,20,6,2,5,60,26,0
2023-06-04,34,9,68,16,4,2,4,57,30,0
2023-06-11,44,10,72,20,4,2,4,79,30,0
2023-06-18,44,11,69,20,5,2,5,77,27,0
2023-06-25,42,10,61,18,5,3,5,72,28,0
2023-07-02,39,10,58,20,4,2,5,70,33,0
2023-07-09,38,9,53,18,4,2,5,63,33,0
2023-07-16,35,8,51,17,4,2,5,58,32,0
2023-07-23,44,9,57,19,4,2,5,68,33,0
2023-07-30,44,9,60,23,5,2,5,66,35,0
2023-08-06,38,9,60,23,4,2,5,58,36,0
2023-08-13,56,15,65,26,4,2,5,62,39,0
2023-08-20,47,12,60,19,4,2,5,55,34,0
2023-08-27,41,10,62,20,4,2,5,56,36,0
2023-09-03,28,9,55,18,4,2,5,49,34,0
2023-09-10,36,9,64,20,5,2,5,54,30,0
2023-09-17,38,9,60,17,4,2,5,53,29,0
2023-09-24,39,9,60,16,4,2,5,52,27,0
2023-10-01,39,9,57,16,4,2,5,56,29,0
2023-10-08,32,9,49,14,4,2,4,54,33,0
2023-10-15,35,10,70,17,4,2,5,51,29,0
2023-10-22,35,9,63,16,4,2,5,52,32,0
2023-10-29,34,8,57,18,4,2,5,51,33,0
2023-11-05,40,9,61,20,4,2,5,55,32,0
2023-11-12,36,9,58,21,4,2,4,46,32,0
2023-11-19,37,10,63,19,4,2,5,49,30,0
2023-11-26,35,8,66,17,4,2,5,44,27,0
2023-12-03,35,7,61,17,4,2,5,45,34,0
2023-12-10,42,9,56,19,4,2,5,49,33,0
2023-12-17,45,9,49,18,4,2,6,49,32,0
2023-12-24,36,12,40,19,5,2,5,51,35,0
2023-12-31,33,9,46,20,5,3,6,47,33,0
