,MSE,RMSE,MAPE,MAE,R2,AdjustedR2,AIC,BIC
0,2.2823213575899937,1.5107353698083572,260159443155.3648,1.0967201953328178,0.012469600732378905,0.008741988888453456,12694.896512020341,12780.974751347747
