,^BVSP
^BVSP,1.0
SELIC %d,-0.0034235113418469992
CDI %d,-0.0031027994856482983
^BVSP(-1),-0.07050771234348788
gt Ibovespa(-1),0.032270405979808334
gt Bolsa de Valores(-1),0.007122892948619497
gt Ações(-1),-0.0050749953161761275
gt Dividendos(-1),0.01865255964575933
gt Renda Fixa(-1),0.00676497783785888
gt Inflação(-1),-0.03228359972430603
gt CDI(-1),-0.009450069400228791
gt Dolar(-1),-1.886669692950833e-05
gt Bitcoin(-1),0.018305846996411624
gt Renda Variável(-1),0.013173232458506266
