,^BVSP
^BVSP,1.0
SELIC %d,-0.388461025535374
CDI %d,-0.38096862774421525
^BVSP(-1),0.9988896216089966
gt Ibovespa(-1),0.27310853820401443
gt Bolsa de Valores(-1),0.015125273906434226
gt Ações(-1),0.06888364160707681
gt Dividendos(-1),0.04829237327663548
gt Renda Fixa(-1),-0.031439036969318504
gt Inflação(-1),-0.04249269948342398
gt CDI(-1),-0.037970007138466516
gt Dolar(-1),0.012642689915163525
gt Bitcoin(-1),0.01883307776306962
gt Renda Variável(-1),0.003891811736465077
