,^BVSP
^BVSP,1.0
SELIC %d,-0.388461025535374
CDI %d,-0.38096862774421525
^BVSP(-1),0.9988896216089966
gt Ibovespa(-1),0.8125991629639133
gt Bolsa de Valores(-1),-0.40741605980194795
gt Ações(-1),-0.13474046876955295
gt Dividendos(-1),0.6307729413849892
gt Renda Fixa(-1),0.025441911061325168
gt Inflação(-1),-0.3444398015320687
gt CDI(-1),-0.09648546329537577
gt Dolar(-1),-0.11511665179877012
gt Bitcoin(-1),0.6143715241919396
gt Renda Variável(-1),-0.023427703116017384
