,MSE,RMSE,MAPE,MAE,R2,AdjustedR2,AIC,BIC
0,1387396.337393659,1177.8778957912652,0.010954967880712393,829.3807486391407,0.9978037970610721,0.997795531097492,58917.471540268445,59003.59020699905
